Wall time,Step,Value
1655051440.523007,16,63.00572967529297
1655051441.195385,32,24.873912811279297
1655051441.408308,48,25.87134552001953
1655051441.643686,64,30.74740982055664
1655051441.848033,80,23.374940872192383
1655051442.057246,96,48.25004959106445
1655051442.256611,112,18.995941162109375
1655051442.456211,128,41.50819396972656
1655051442.658906,144,76.74858093261719
1655051442.847429,160,4.0068793296813965
1655051443.153003,176,25.249786376953125
1655051443.367128,192,45.49273681640625
1655051443.589875,208,36.87602996826172
1655051443.840046,224,10.49580192565918
1655051444.091431,240,33.99659729003906
1655051444.408087,256,9.370589256286621
1655051444.687532,272,39.37428283691406
1655051444.878555,288,16.25804901123047
1655051445.068017,304,46.992835998535156
1655051445.290128,320,26.87939453125
1655051445.504294,336,20.24516487121582
1655051445.697493,352,45.74617004394531
1655051445.907442,368,36.50193405151367
1655051446.148441,384,21.99579429626465
1655051446.36697,400,47.00444793701172
1655051446.590077,416,47.37800598144531
1655051446.802856,432,77.00619506835938
1655051447.065127,448,27.12093162536621
1655051447.297336,464,38.996551513671875
1655051447.514312,480,35.12200164794922
1655051447.745508,496,24.875804901123047
1655051447.950469,512,55.498592376708984
1655051448.135795,528,33.375431060791016
1655051448.456209,544,12.993059158325195
1655051448.660897,560,31.75018310546875
1655051448.861648,576,46.50052261352539
1655051449.086231,592,6.498315811157227
1655051449.334627,608,5.503103256225586
1655051449.58538,624,56.497474670410156
1655051449.882226,640,50.506072998046875
1655051450.10418,656,29.497865676879883
1655051450.299959,672,26.752368927001953
1655051450.48391,688,27.500640869140625
1655051450.702328,704,37.50382614135742
1655051450.91126,720,22.1209716796875
1655051451.145457,736,19.74295997619629
1655051451.324161,752,37.997764587402344
1655051451.559339,768,7.003231525421143
1655051451.773486,784,43.120262145996094
1655051452.011208,800,18.496131896972656
1655051452.193478,816,29.12677001953125
1655051452.443234,832,20.500629425048828
1655051452.623408,848,61.49552917480469
1655051452.865381,864,56.755462646484375
1655051453.10319,880,10.249479293823242
1655051453.345383,896,13.498799324035645
1655051453.532884,912,26.995040893554688
1655051453.788309,928,10.495650291442871
1655051453.979257,944,73.49728393554688
1655051454.200365,960,30.500389099121094
1655051454.377493,976,5.005359172821045
1655051454.578291,992,24.239831924438477
1655051454.840059,1008,24.996034622192383
1655051455.073897,1024,12.503252983093262
1655051455.278727,1040,11.002532005310059
1655051455.506621,1056,49.00477981567383
1655051455.707976,1072,7.506380558013916
1655051455.93414,1088,34.875953674316406
1655051456.16621,1104,30.00389862060547
1655051456.441011,1120,12.004975318908691
1655051456.659142,1136,15.379364013671875
1655051456.872701,1152,14.751877784729004
1655051457.116688,1168,52.50391387939453
1655051457.321457,1184,15.00412368774414
1655051457.520151,1200,37.00135040283203
1655051457.716152,1216,29.994504928588867
1655051457.916491,1232,52.7523307800293
1655051458.125776,1248,10.001916885375977
1655051458.364315,1264,9.7504301071167
1655051458.540382,1280,19.499969482421875
1655051458.739077,1296,29.997478485107422
1655051458.95807,1312,29.37045669555664
1655051459.158141,1328,17.751083374023438
1655051459.339364,1344,19.002246856689453
1655051459.590599,1360,16.998485565185547
1655051459.793961,1376,10.8779296875
1655051460.020579,1392,35.00340270996094
1655051460.227516,1408,38.49714279174805
1655051460.433937,1424,17.99396514892578
1655051460.679853,1440,13.502427101135254
1655051460.918587,1456,29.496410369873047
1655051461.17165,1472,14.998294830322266
1655051461.40257,1488,25.994308471679688
1655051461.633578,1504,6.498173713684082
1655051461.8087,1520,30.498394012451172
1655051462.002661,1536,10.99499225616455
1655051462.214483,1552,14.626850128173828
1655051462.422734,1568,6.503852844238281
1655051462.630321,1584,11.499335289001465
1655051462.891737,1600,58.37879943847656
1655051463.114949,1616,23.505634307861328
1655051463.477829,1632,15.249536514282227
1655051463.675931,1648,21.999385833740234
1655051463.904001,1664,32.504154205322266
1655051464.140729,1680,34.37531661987305
1655051464.429106,1696,29.49918556213379
1655051464.68981,1712,32.502113342285156
1655051464.906536,1728,54.500553131103516
1655051465.099681,1744,20.003707885742188
1655051465.289051,1760,12.500110626220703
1655051465.514694,1776,32.50438690185547
1655051465.69812,1792,16.626798629760742
1655051465.921066,1808,3.9985108375549316
1655051466.130433,1824,3.2520062923431396
1655051466.335946,1840,46.75777053833008
1655051466.72743,1856,33.11820602416992
1655051466.929889,1872,11.746424674987793
1655051467.186878,1888,23.497095108032227
1655051467.420125,1904,15.004124641418457
1655051467.650005,1920,17.37581443786621
1655051467.909216,1936,15.507508277893066
1655051468.088463,1952,15.503130912780762
1655051468.277172,1968,16.248241424560547
1655051468.502486,1984,29.505239486694336
1655051468.730295,2000,19.50082015991211
1655051468.977628,2016,25.745162963867188
1655051469.206502,2032,16.497299194335938
1655051469.411413,2048,17.00330352783203
1655051469.62083,2064,12.628006935119629
1655051469.867426,2080,27.749086380004883
1655051470.094445,2096,12.746307373046875
1655051470.312098,2112,21.996967315673828
1655051470.555916,2128,31.499038696289062
1655051470.759747,2144,8.2471284866333
1655051470.958105,2160,18.996471405029297
1655051471.164754,2176,22.75041961669922
1655051471.37928,2192,9.75487232208252
1655051471.575438,2208,25.627229690551758
1655051471.802155,2224,12.245677947998047
1655051472.00968,2240,22.379331588745117
1655051472.197321,2256,15.499467849731445
1655051472.4147,2272,27.48941421508789
1655051472.608868,2288,14.492681503295898
1655051472.825115,2304,10.249155044555664
1655051473.022505,2320,12.744840621948242
1655051473.194541,2336,8.00227165222168
1655051473.414858,2352,23.2510986328125
1655051473.60169,2368,21.74308204650879
1655051473.839363,2384,6.503631114959717
1655051474.023125,2400,16.50731086730957
1655051474.238889,2416,10.248170852661133
1655051474.423297,2432,22.746471405029297
1655051474.616851,2448,10.996659278869629
1655051474.805014,2464,17.245479583740234
1655051474.989697,2480,24.005496978759766
1655051475.214752,2496,15.002224922180176
1655051475.434247,2512,18.253402709960938
1655051475.628544,2528,22.12688636779785
1655051475.831019,2544,37.62757873535156
1655051476.053378,2560,9.001522064208984
1655051476.246264,2576,5.501668930053711
1655051476.442423,2592,3.0024943351745605
1655051476.641011,2608,13.500842094421387
1655051476.834932,2624,10.248100280761719
1655051477.008567,2640,8.499513626098633
1655051477.236016,2656,9.00124740600586
1655051477.44949,2672,16.245826721191406
1655051477.637195,2688,9.999799728393555
1655051477.821027,2704,17.376598358154297
1655051478.029854,2720,17.996599197387695
1655051478.207139,2736,7.245927810668945
1655051478.426735,2752,26.999168395996094
1655051478.633166,2768,0.49875307083129883
1655051478.814052,2784,7.998972415924072
1655051478.981878,2800,23.499996185302734
1655051479.168076,2816,38.627777099609375
1655051479.370632,2832,24.99561882019043
1655051479.549403,2848,1.5004167556762695
1655051479.74022,2864,32.12413787841797
1655051479.928403,2880,13.371527671813965
1655051480.126039,2896,15.498312950134277
1655051480.330199,2912,11.128129959106445
1655051480.517721,2928,4.248502254486084
1655051480.713699,2944,26.49995231628418
1655051480.934831,2960,-0.0033283233642578125
1655051481.125447,2976,2.5015084743499756
1655051481.340324,2992,2.0026633739471436
1655051481.582113,3008,5.500626087188721
1655051481.755895,3024,2.997861385345459
1655051481.948523,3040,7.501500129699707
1655051482.16557,3056,6.004122257232666
1655051482.345532,3072,41.99891662597656
1655051482.562248,3088,-0.00011730194091796875
1655051482.770109,3104,26.496240615844727
1655051483.036254,3120,5.998021602630615
1655051483.324233,3136,3.0086116790771484
1655051483.558322,3152,1.000533103942871
1655051483.799555,3168,7.003871917724609
1655051484.028945,3184,14.998309135437012
1655051484.273603,3200,0.5010995864868164
1655051484.534229,3216,2.9987192153930664
1655051484.948899,3232,-0.0005693435668945312
1655051485.126943,3248,5.497254371643066
1655051485.32137,3264,-0.004918128252029419
1655051485.553504,3280,13.995763778686523
1655051485.745534,3296,6.002706050872803
1655051485.982865,3312,10.50132942199707
1655051486.18371,3328,23.49542808532715
1655051486.39738,3344,0.4948604106903076
1655051486.633596,3360,41.37652587890625
1655051486.837211,3376,0.9978303909301758
1655051487.075098,3392,1.620328664779663
1655051487.317112,3408,0.3754420280456543
1655051487.506998,3424,5.999658107757568
1655051487.71461,3440,0.0007264614105224609
1655051487.898123,3456,21.501529693603516
1655051488.119115,3472,17.37215805053711
1655051488.344891,3488,0.11542630195617676
1655051488.557144,3504,3.496819496154785
1655051488.757894,3520,6.251188278198242
1655051488.956539,3536,-0.0006999969482421875
1655051489.173136,3552,2.4968326091766357
1655051489.402287,3568,3.9960601329803467
1655051489.599216,3584,4.003724098205566
1655051489.796729,3600,5.250659465789795
1655051489.9962,3616,4.755345344543457
1655051490.224658,3632,0.0014176368713378906
1655051490.414889,3648,-0.0030565261840820312
1655051490.622578,3664,14.00327205657959
1655051490.790444,3680,20.49605941772461
1655051490.996062,3696,8.753011703491211
1655051491.218434,3712,7.506252288818359
1655051491.439967,3728,0.001714944839477539
1655051491.650237,3744,16.001201629638672
1655051491.856643,3760,-0.000728607177734375
1655051492.073762,3776,1.4999761581420898
1655051492.252991,3792,8.749079704284668
1655051492.48689,3808,0.3692193031311035
1655051492.711488,3824,0.0016478300094604492
1655051492.890835,3840,-0.0011458396911621094
1655051493.128275,3856,2.6232426166534424
1655051493.325723,3872,1.0017898082733154
1655051493.52187,3888,6.50161600112915
1655051493.737511,3904,4.869504928588867
1655051493.951709,3920,0.0024089813232421875
1655051494.181567,3936,8.374406814575195
1655051494.427039,3952,1.870948314666748
1655051494.652314,3968,14.881174087524414
1655051494.922345,3984,5.997956275939941
1655051495.221606,4000,3.7525839805603027
1655051495.48514,4016,28.62306022644043
1655051495.702568,4032,1.0018997192382812
1655051495.900142,4048,5.999160289764404
1655051496.101454,4064,0.0028166770935058594
1655051496.302547,4080,1.4994745254516602
1655051496.52261,4096,7.500654220581055
1655051496.704124,4112,8.876039505004883
1655051496.900949,4128,6.247354984283447
1655051497.138937,4144,1.9976037740707397
1655051497.477964,4160,4.496665000915527
1655051497.68887,4176,2.8731088638305664
1655051497.879901,4192,0.49872350692749023
1655051498.116612,4208,10.50028133392334
1655051498.360914,4224,1.1166653633117676
1655051498.561097,4240,10.498750686645508
1655051498.782629,4256,0.37138473987579346
1655051498.958258,4272,10.252007484436035
1655051499.180675,4288,1.622574806213379
1655051499.403426,4304,1.1226739883422852
1655051499.639728,4320,3.503645420074463
1655051499.887442,4336,15.376468658447266
1655051500.131618,4352,-0.0009627342224121094
1655051500.339353,4368,16.498437881469727
1655051500.542507,4384,2.1304235458374023
