Wall time,Step,Value
1655051492.254275,3792,-53.00049591064453
1655051492.487944,3808,-4.297701835632324
1655051492.71243,3824,-21.302404403686523
1655051492.891885,3840,59.501548767089844
1655051493.129657,3856,96.80107116699219
1655051493.326902,3872,-42.60002517700195
1655051493.522866,3888,92.10018157958984
1655051493.738894,3904,-111.0973892211914
1655051493.952974,3920,42.895660400390625
1655051494.182956,3936,9.298678398132324
1655051494.42815,3952,11.502596855163574
1655051494.653717,3968,-27.0040225982666
1655051494.923706,3984,-3.9007256031036377
1655051495.22265,4000,-58.39916229248047
1655051495.486687,4016,-155.69766235351562
1655051495.70354,4032,-31.80255699157715
1655051495.901519,4048,24.699676513671875
1655051496.102399,4064,16.597923278808594
1655051496.303501,4080,-12.300007820129395
1655051496.52372,4096,44.69755172729492
1655051496.705476,4112,-93.201416015625
1655051496.902147,4128,-41.39836883544922
1655051497.139969,4144,10.400744438171387
1655051497.479824,4160,61.50372314453125
1655051497.690855,4176,-56.895782470703125
1655051497.880805,4192,34.601776123046875
1655051498.117986,4208,-59.900535583496094
1655051498.362855,4224,-31.093276977539062
1655051498.56219,4240,41.70233154296875
1655051498.783483,4256,38.40277099609375
1655051498.959718,4272,80.19729614257812
1655051499.182149,4288,-62.99846267700195
1655051499.404365,4304,-82.09892272949219
1655051499.640693,4320,-93.40354919433594
1655051499.888593,4336,-157.6049041748047
1655051500.132771,4352,-95.99789428710938
1655051500.340703,4368,-16.000164031982422
1655051500.544128,4384,-61.2062873840332
1655051500.790309,4400,-41.69912338256836
1655051500.987396,4416,21.598201751708984
1655051501.186623,4432,-134.9027099609375
1655051501.434176,4448,-76.30003356933594
1655051501.619418,4464,-174.1000213623047
1655051501.808605,4480,-47.29813003540039
1655051502.044907,4496,-87.79432678222656
1655051502.239026,4512,4.3993635177612305
1655051502.701734,4528,-94.40271759033203
1655051502.99488,4544,-144.69500732421875
1655051503.260488,4560,7.098243713378906
1655051503.610002,4576,5.195519924163818
1655051503.990681,4592,-56.2004280090332
1655051504.3219,4608,51.6963996887207
1655051504.610526,4624,-19.9992733001709
1655051504.874354,4640,9.597017288208008
1655051505.082665,4656,-108.79902648925781
1655051505.272951,4672,-33.104820251464844
1655051505.515234,4688,5.401411533355713
1655051505.748347,4704,-137.9972381591797
1655051505.977405,4720,89.69994354248047
1655051506.229465,4736,0.6018127202987671
1655051506.467978,4752,-13.995847702026367
1655051506.687245,4768,-89.89408874511719
1655051506.907803,4784,-43.2951545715332
1655051507.107429,4800,35.306053161621094
1655051507.349342,4816,155.6043243408203
1655051507.757574,4832,-60.89290237426758
1655051507.962974,4848,-6.396601676940918
1655051508.168195,4864,-133.79257202148438
1655051508.389921,4880,-33.20305633544922
1655051508.631964,4896,-88.8043212890625
1655051508.882103,4912,-20.70497703552246
1655051509.068443,4928,-11.006109237670898
1655051509.286283,4944,-54.0981330871582
1655051509.468205,4960,-142.69671630859375
1655051509.658262,4976,27.79803466796875
1655051509.850284,4992,-53.59914016723633
1655051510.104503,5008,-49.49622344970703
1655051510.339336,5024,-56.40040969848633
1655051510.549453,5040,73.9971694946289
1655051510.74463,5056,-56.604881286621094
1655051510.937965,5072,-48.80348587036133
1655051511.109713,5088,-27.297840118408203
1655051511.333819,5104,-51.998130798339844
1655051511.601349,5120,36.80077362060547
1655051511.846629,5136,2.1033661365509033
1655051512.051394,5152,-141.29507446289062
1655051512.246405,5168,-27.499862670898438
1655051512.459297,5184,2.703845262527466
1655051512.654249,5200,-14.798474311828613
1655051512.861486,5216,1.502410888671875
1655051513.039662,5232,43.60555648803711
1655051513.231544,5248,-70.996337890625
1655051513.440374,5264,-159.00514221191406
1655051513.656442,5280,-3.4057343006134033
1655051513.898512,5296,-1.10064697265625
1655051514.091005,5312,-137.20103454589844
1655051514.308417,5328,-17.598155975341797
1655051514.534517,5344,87.50572204589844
1655051514.726912,5360,-110.79569244384766
1655051514.940148,5376,-92.4033203125
1655051515.112229,5392,-10.103643417358398
1655051515.323872,5408,-39.2012939453125
1655051515.587585,5424,10.39995002746582
1655051515.792503,5440,-193.2985382080078
1655051515.982095,5456,-36.0026969909668
1655051516.198094,5472,16.60274887084961
1655051516.385068,5488,-117.70069885253906
1655051516.60319,5504,-49.099388122558594
1655051516.834458,5520,-75.89944458007812
1655051517.107236,5536,39.9971923828125
1655051517.317379,5552,-75.09657287597656
1655051517.521348,5568,-28.00021743774414
1655051517.771999,5584,-98.2006607055664
1655051517.966121,5600,61.30243682861328
1655051518.145568,5616,123.9044189453125
1655051518.365628,5632,-40.00067138671875
1655051518.595599,5648,0.10265884548425674
1655051518.868729,5664,-35.801937103271484
1655051519.039974,5680,-6.401852607727051
1655051519.285216,5696,-68.60018157958984
1655051519.465844,5712,-35.703453063964844
1655051519.687184,5728,-40.503273010253906
1655051519.891135,5744,-27.200481414794922
1655051520.102393,5760,1.7963058948516846
1655051520.353192,5776,-35.4025993347168
1655051520.549254,5792,-64.50080871582031
1655051520.838174,5808,-51.6005973815918
1655051521.077684,5824,-58.808937072753906
1655051521.273831,5840,15.096719741821289
1655051521.486918,5856,50.801673889160156
1655051521.719554,5872,33.204002380371094
1655051521.932703,5888,59.19907760620117
1655051522.189318,5904,-10.792593002319336
1655051522.395463,5920,-82.79977416992188
1655051522.639685,5936,27.597362518310547
1655051522.827473,5952,-45.998146057128906
1655051523.058147,5968,7.505291938781738
1655051523.259227,5984,-103.005859375
1655051523.515214,6000,-81.80082702636719
1655051523.745653,6016,-55.40074920654297
1655051523.944629,6032,34.508506774902344
1655051524.148842,6048,-40.30488967895508
1655051524.325715,6064,-91.40235900878906
1655051524.499863,6080,-60.7984733581543
1655051524.768866,6096,-40.80302047729492
1655051524.98671,6112,27.40302085876465
1655051525.17495,6128,-128.801025390625
1655051525.444115,6144,53.592498779296875
1655051525.668356,6160,-37.8023681640625
1655051525.837839,6176,-6.706416130065918
1655051526.040617,6192,52.30109786987305
1655051526.245734,6208,-62.2010612487793
1655051526.439095,6224,1.304284691810608
1655051526.676134,6240,54.00409698486328
1655051526.914129,6256,-70.80113983154297
1655051527.170334,6272,-28.80828285217285
1655051527.367393,6288,8.199102401733398
1655051527.574008,6304,-122.602294921875
1655051527.807368,6320,-46.00167465209961
1655051528.09076,6336,36.206668853759766
1655051528.327345,6352,-117.3007583618164
1655051528.528546,6368,-22.49959945678711
1655051528.760296,6384,119.9030532836914
1655051528.958095,6400,113.0006332397461
