Wall time,Step,Value
1655051440.345405,0,92046.59375
1655051441.184581,1,77217.078125
1655051441.394751,2,50832.2890625
1655051441.635039,3,31180.451171875
1655051441.836314,4,86294.65625
1655051442.04973,5,27571.77734375
1655051442.249665,6,69489.6875
1655051442.447328,7,24731.904296875
1655051442.649996,8,60403.24609375
1655051442.83648,9,87155.390625
1655051443.140616,10,36395.3359375
1655051443.355079,11,63738.1328125
1655051443.582173,12,22458.171875
1655051443.826599,13,16504.16015625
1655051444.072815,14,30550.15625
1655051444.394612,15,17327.890625
1655051444.679706,16,93968.078125
1655051444.870552,17,27958.994140625
1655051445.057596,18,47081.98828125
1655051445.280407,19,14839.2333984375
1655051445.491826,20,42248.30078125
1655051445.689216,21,55145.06640625
1655051445.899455,22,53287.44921875
1655051446.139626,23,63108.7109375
1655051446.353803,24,34931.14453125
1655051446.580286,25,33857.1015625
1655051446.795211,26,67138.75
1655051447.054385,27,30439.28125
1655051447.282108,28,30328.1796875
1655051447.502671,29,60122.76953125
1655051447.736729,30,49842.078125
1655051447.942244,31,40887.51953125
1655051448.128139,32,21623.068359375
1655051448.443109,33,5688.29638671875
1655051448.651961,34,9931.7177734375
1655051448.851706,35,4333.33935546875
1655051449.075987,36,22021.11328125
1655051449.32552,37,15598.4658203125
1655051449.572861,38,29987.892578125
1655051449.868363,39,4876.27587890625
1655051450.095439,40,5856.771484375
1655051450.292859,41,6994.11376953125
1655051450.473993,42,9150.21484375
1655051450.694651,43,1597.5721435546875
1655051450.89369,44,6884.31396484375
1655051451.137201,45,10447.279296875
1655051451.316766,46,12177.56640625
1655051451.541669,47,4139.46875
1655051451.765001,48,7005.39892578125
1655051452.000585,49,11958.697265625
1655051452.185691,50,4222.8359375
1655051452.435234,51,1793.9127197265625
1655051452.615574,52,679.3257446289062
1655051452.857147,53,2808.88671875
1655051453.067912,54,11668.4912109375
1655051453.333333,55,2751.196533203125
1655051453.524451,56,4929.1337890625
1655051453.779255,57,1400.008056640625
1655051453.972042,58,2963.168212890625
1655051454.185092,59,5259.0
1655051454.3689,60,3003.909912109375
1655051454.570144,61,956.9903564453125
1655051454.821384,62,1155.6947021484375
1655051455.066095,63,1536.5830078125
1655051455.261274,64,1934.98779296875
1655051455.499442,65,2656.267578125
1655051455.700035,66,3126.491943359375
1655051455.926136,67,2250.422607421875
1655051456.15688,68,4169.3759765625
1655051456.428269,69,456.1633605957031
1655051456.649442,70,4975.37255859375
1655051456.859329,71,860.0257568359375
1655051457.108047,72,1314.56640625
1655051457.313839,73,3810.794921875
1655051457.509829,74,3906.29931640625
1655051457.708203,75,673.3427124023438
1655051457.908339,76,4326.7119140625
1655051458.115328,77,1350.3966064453125
1655051458.356494,78,19999.708984375
1655051458.529538,79,3479.966796875
1655051458.731215,80,1420.12158203125
1655051458.950573,81,1120.422607421875
1655051459.149455,82,5012.482421875
1655051459.327106,83,1438.4271240234375
1655051459.577205,84,798.0695190429688
1655051459.785758,85,2710.708251953125
1655051460.011841,86,738.583740234375
1655051460.220065,87,429.10919189453125
1655051460.425803,88,982.1903076171875
1655051460.663263,89,5700.7138671875
1655051460.903998,90,2697.42431640625
1655051461.157577,91,1870.58984375
1655051461.390733,92,1906.865478515625
1655051461.623279,93,1040.5831298828125
1655051461.795819,94,743.9266357421875
1655051461.989998,95,748.0701904296875
1655051462.206403,96,783.5338134765625
1655051462.415188,97,249.66903686523438
1655051462.620573,98,262.50286865234375
1655051462.8788,99,743.83740234375
1655051463.105295,100,641.7958374023438
1655051463.46951,101,2829.005126953125
1655051463.668008,102,336.320556640625
1655051463.896049,103,2227.703857421875
1655051464.121404,104,331.1793212890625
1655051464.4203,105,1289.414794921875
1655051464.674703,106,1930.087158203125
1655051464.898042,107,835.8233032226562
1655051465.092261,108,902.3881225585938
1655051465.279641,109,1292.5147705078125
1655051465.507113,110,412.28228759765625
1655051465.690476,111,563.7237548828125
1655051465.911665,112,672.1806640625
1655051466.122229,113,531.443115234375
1655051466.326203,114,498.1923522949219
1655051466.717219,115,1017.7515869140625
1655051466.920786,116,313.58856201171875
1655051467.175699,117,532.0411987304688
1655051467.410824,118,822.652099609375
1655051467.633329,119,988.342041015625
1655051467.892858,120,753.5117797851562
